label,message,cleaned_message,message_length,word_count,label_encoded
ham,Can you check if the back door is locked before you leave please? Thanks.,check back door locked leave please thanks,73,14,0
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!,final notice owe money account call avoid action act fast,91,18,1
ham,I passed my driving test on the first attempt so happy right now! Let me know.,passed driving test first attempt happy right let know,78,16,0
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.,claim reward limited time offer reply claim receive payment,80,13,1
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Limited time!,exclusive offer double minute reply deal claim special offer limited time,89,14,1
ham,Great news about your promotion really well deserved you worked hard. Let me know.,great news promotion really well deserved worked hard let know,82,14,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Limited time!,congratulation cash prize reply yes claim reward today limited time,94,15,1
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!,congratulation selected free nokia call claim call today,93,16,1
ham,Just downloaded that app you mentioned it is really brilliant thanks. Cheers!,downloaded app mentioned really brilliant thanks cheer,77,12,0
spam,Important tax refund notice you are owed money claim it now online.,important tax refund notice owed money claim online,67,12,1
ham,The book you recommended was fantastic just finished it last night.,book recommended fantastic finished last night,67,11,0
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!,urgent account unclaimed bonus login expires act fast,86,14,1
ham,Are we still on for lunch tomorrow at the usual place?,still lunch tomorrow usual place,54,11,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!,luxury holiday worth call book free trip reply,90,18,1
ham,Just checking you remember about the meeting appointment at 10am.,checking remember meeting appointment,65,10,0
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372,cash prize claim call claim line,80,16,1
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting. Let me know.,tolong reminder aku pukul petang ada meeting penting let know,68,12,0
ham,I will be there in 20 minutes just leaving now. Thanks.,minute leaving thanks,55,11,0
ham,Happy birthday to your little one hope they have a wonderful day.,happy birthday little one hope wonderful day,65,12,0
spam,You are pre approved for a 5000 loan no credit check required apply now. Limited time!,pre approved loan credit check required apply limited time,86,16,1
ham,Is it ok if I bring a friend to the gathering on Saturday? Cheers!,bring friend gathering saturday cheer,66,14,0
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.,bila nak keluar lepak semua orang rindu kau lah thanks,56,10,0
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Reply now!,debt problem help free advice text debt immediately reply,80,14,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
ham,Happy New Year hope this year brings you great things. Thanks.,happy new year hope year brings great thing thanks,62,11,0
ham,I got the job starting Monday so excited about this opportunity!,got job starting monday excited opportunity,64,11,0
ham,I cannot make it tonight something came up at work sorry.,make tonight something came work sorry,57,11,0
ham,Mum says dinner is at 7 not 8 can you let the others know? Thanks.,mum say dinner let others know thanks,66,15,0
ham,The test results came back everything is normal thankfully so relieved.,test result came back everything normal thankfully relieved,71,11,0
ham,Do not forget we have dinner at mum and dads on Sunday evening.,forget dinner mum dad sunday evening,63,13,0
ham,Assignment kau dah siap ke belum kena hantar esok tau.,assignment kau dah siap belum kena hantar esok tau,54,10,0
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.,assignment kau dah siap belum kena hantar esok tau let know,67,13,0
ham,Do you have the notes from todays lecture on algorithms?,note today lecture algorithm,56,10,0
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.,six chance win cash pound txt csh send,82,17,1
ham,Can you check if the back door is locked before you leave please? Thanks.,check back door locked leave please thanks,73,14,0
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately. Act fast!,lucky draw send number claim immediately act fast,85,16,1
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Call today!,win lucky winner month claim prize call today,83,15,1
ham,Happy New Year hope this year brings you great things. Let me know.,happy new year hope year brings great thing let know,67,13,0
spam,Amazing offer get 50 percent off all products this week only order now. Call today!,amazing offer get percent product week order call today,83,15,1
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
ham,Happy New Year hope this year brings you great things.,happy new year hope year brings great thing,54,10,0
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Reply now!,urgent account unclaimed bonus login expires reply,87,14,1
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!,congratulation passed survey claim samsung free today reply,83,13,1
ham,Can you proofread my assignment before I submit it tonight? Let me know.,proofread assignment submit tonight let know,72,13,0
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Act fast!,last chance reply win claim voucher tonight act fast,73,13,1
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.,boleh tolong ambilkan adik dari sekolah petang tak let know,67,12,0
ham,Is it ok if I bring a friend to the gathering on Saturday?,bring friend gathering saturday,58,13,0
ham,Just checking you remember about the meeting appointment at 10am. Cheers!,checking remember meeting appointment cheer,73,11,0
ham,Great news about your promotion really well deserved you worked hard. Let me know.,great news promotion really well deserved worked hard let know,82,14,0
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW. Limited time!,six chance win cash pound txt csh send limited time,96,19,1
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.,free ringtone waiting text mix receive,66,13,1
ham,Nanti balik rumah singgah beli roti sekali boleh? Cheers!,nanti balik rumah singgah beli roti sekali boleh cheer,57,9,0
ham,Can you proofread my assignment before I submit it tonight? Let me know.,proofread assignment submit tonight let know,72,13,0
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!,final notice owe money account call avoid action act fast,91,18,1
ham,Dentist appointment is at 2 30 on Thursday do not forget. Cheers!,dentist appointment thursday forget cheer,65,12,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.,kau okay tak tadi nampak macam penat muka kau thanks,57,11,0
ham,Happy birthday to your little one hope they have a wonderful day. Cheers!,happy birthday little one hope wonderful day cheer,73,13,0
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?,boleh tolong ambilkan adik dari sekolah petang tak,54,9,0
ham,Do you have the notes from todays lecture on algorithms? Cheers!,note today lecture algorithm cheer,64,11,0
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.,recommend good plumber sink broken leaking thanks,71,13,0
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
ham,I passed my driving test on the first attempt so happy right now!,passed driving test first attempt happy right,65,13,0
spam,You have unused loyalty points worth 80 claim before they expire tonight. Limited time!,unused loyalty point worth claim expire tonight limited time,87,14,1
ham,Are we still on for lunch tomorrow at the usual place? Let me know.,still lunch tomorrow usual place let know,67,14,0
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW. Call today!,six chance win cash pound txt csh send call today,94,19,1
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim.,congratulation selected free nokia call claim,81,14,1
ham,The test results came back everything is normal thankfully so relieved. Thanks.,test result came back everything normal thankfully relieved thanks,79,12,0
ham,Do not forget we have dinner at mum and dads on Sunday evening. Cheers!,forget dinner mum dad sunday evening cheer,71,14,0
ham,The forecast says rain all weekend so maybe stay in and study.,forecast say rain weekend maybe stay study,62,12,0
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.,forecast say rain weekend maybe stay study let know,75,15,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Call today!,urgent account unclaimed bonus login expires call today,88,14,1
ham,I will be there in 20 minutes just leaving now. Let me know.,minute leaving let know,60,13,0
spam,Amazing offer get 50 percent off all products this week only order now. Act fast!,amazing offer get percent product week order act fast,81,15,1
ham,The weather is beautiful today fancy a walk along the park later? Thanks.,weather beautiful today fancy walk along park later thanks,73,13,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Limited time!,awarded bonus verify account receive transfer limited time,94,15,1
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera. Reply now!,selamat nombor anda dipilih untuk memenangi hubungi kami segera reply,84,12,1
spam,Secret admirer alert someone fancies you call 09064019014 to find out who.,secret admirer alert someone fancy call find,74,12,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Reply now!,hmrc owes tax refund claim hmrcrefundcouk expires reply,90,15,1
spam,You are pre approved for a 5000 loan no credit check required apply now. Call today!,pre approved loan credit check required apply call today,84,16,1
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.,free ringtone waiting text mix receive,66,13,1
ham,Can you let me know your dietary requirements for the dinner event?,let know dietary requirement dinner event,67,12,0
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.,semalam punya presentation tak nervous gila tengok kau let know,74,13,0
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda.,tahniah anda telah memenangi hubungi kami sekarang untuk menuntut hadiah anda,87,12,1
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
ham,The kids had a great time at the park today after school. Thanks.,kid great time park today school thanks,65,13,0
spam,Free ringtone waiting for you text MIX to 85069 to receive it now. Act fast!,free ringtone waiting text mix receive act fast,76,15,1
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!,claim reward limited time offer reply claim receive payment act fast,90,15,1
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!,alert bank account suspended call immediately restore access today act fast,88,14,1
ham,Is it ok if I bring a friend to the gathering on Saturday?,bring friend gathering saturday,58,13,0
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Call today!,hot deal percent product week visit site order call today,93,18,1
ham,Just checking you remember about the meeting appointment at 10am. Cheers!,checking remember meeting appointment cheer,73,11,0
ham,Could you please water my plants while I am away this week?,could please water plant away week,59,12,0
ham,Happy birthday to your little one hope they have a wonderful day.,happy birthday little one hope wonderful day,65,12,0
spam,Alert your bank account is suspended call immediately to restore access today.,alert bank account suspended call immediately restore access today,78,12,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me. Thanks.,sorry forgot reply earlier yes work perfectly thanks,72,13,0
spam,Congratulations you passed our survey claim your Samsung S21 free today. Limited time!,congratulation passed survey claim samsung free today limited time,86,13,1
ham,Dentist appointment is at 2 30 on Thursday do not forget.,dentist appointment thursday forget,57,11,0
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Call today!,winner specially selected receive cash ring asap call today,99,18,1
ham,Let me know when you land safely please text me.,let know land safely please text,48,10,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!,luxury holiday worth call book free trip reply,90,18,1
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.,assignment kau dah siap belum kena hantar esok tau let know,67,13,0
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Reply now!,cash prize claim call claim line reply,91,18,1
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.,cash prize awarded receive reply detail,80,15,1
ham,The forecast says rain all weekend so maybe stay in and study. Thanks.,forecast say rain weekend maybe stay study thanks,70,13,0
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Reply now!,cash prize claim call claim line reply,91,18,1
ham,Can you send me that document we discussed earlier? Let me know.,send document discussed earlier let know,64,12,0
ham,The forecast says rain all weekend so maybe stay in and study.,forecast say rain weekend maybe stay study,62,12,0
spam,Earn money from home no experience needed. Text EARN to 80086 now. Act fast!,earn money home experience needed text earn act fast,76,14,1
ham,The test results came back everything is normal thankfully so relieved. Cheers!,test result came back everything normal thankfully relieved cheer,79,12,0
ham,Just wanted to check you got home ok last night after the event. Let me know.,wanted check got home last night event let know,77,16,0
ham,Are we still on for lunch tomorrow at the usual place?,still lunch tomorrow usual place,54,11,0
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP.,winner specially selected receive cash ring asap,87,16,1
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!,urgent account unclaimed bonus login expires act fast,86,14,1
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Act fast!,please call customer service representative freephone act fast,89,14,1
ham,I passed my driving test on the first attempt so happy right now! Let me know.,passed driving test first attempt happy right let know,78,16,0
spam,You are pre approved for a 5000 loan no credit check required apply now.,pre approved loan credit check required apply,72,14,1
ham,Semalam punya presentation ok ke tak nervous gila tengok kau.,semalam punya presentation tak nervous gila tengok kau,61,10,0
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
ham,Could you please water my plants while I am away this week?,could please water plant away week,59,12,0
spam,You are pre approved for a 5000 loan no credit check required apply now. Reply now!,pre approved loan credit check required apply reply,83,16,1
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight.,last chance reply win claim voucher tonight,63,11,1
spam,Earn money from home no experience needed. Text EARN to 80086 now. Limited time!,earn money home experience needed text earn limited time,80,14,1
ham,What time does the movie start tonight? Cheers!,time movie start tonight cheer,47,8,0
spam,Alert your bank account is suspended call immediately to restore access today.,alert bank account suspended call immediately restore access today,78,12,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!,hot deal percent product week visit site order act fast,91,18,1
ham,Shall we grab coffee this weekend and catch up properly?,shall grab coffee weekend catch properly,56,10,0
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Reply now!,tahniah anda telah memenangi hubungi kami sekarang untuk menuntut hadiah anda reply,98,14,1
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.,bila nak keluar lepak semua orang rindu kau lah thanks,56,10,0
ham,Are we still on for lunch tomorrow at the usual place?,still lunch tomorrow usual place,54,11,0
ham,Can you check if the back door is locked before you leave please? Thanks.,check back door locked leave please thanks,73,14,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
ham,Can you proofread my assignment before I submit it tonight? Let me know.,proofread assignment submit tonight let know,72,13,0
ham,Can you let me know your dietary requirements for the dinner event? Cheers!,let know dietary requirement dinner event cheer,75,13,0
ham,I left my jacket at yours can I pick it up later today? Thanks.,left jacket pick later today thanks,63,14,0
spam,Romance is just a text away meet local singles text MEET to 89600 now. Call today!,romance text away meet local single text meet call today,82,16,1
ham,Just wanted to check you got home ok last night after the event.,wanted check got home last night event,64,13,0
ham,Kau okay tak tadi nampak macam penat je muka kau.,kau okay tak tadi nampak macam penat muka kau,49,10,0
spam,Congratulations you have been chosen to participate in our monthly prize draw. Reply now!,congratulation chosen participate monthly prize draw reply,89,14,1
ham,Mum says dinner is at 7 not 8 can you let the others know?,mum say dinner let others know,58,14,0
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Reply now!,win lucky winner month claim prize reply,82,15,1
ham,Do not forget we have dinner at mum and dads on Sunday evening. Thanks.,forget dinner mum dad sunday evening thanks,71,14,0
ham,Semalam punya presentation ok ke tak nervous gila tengok kau.,semalam punya presentation tak nervous gila tengok kau,61,10,0
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Act fast!,congratulation selected free nokia call claim act fast,91,16,1
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Call today!,dont miss call claim prize call today,80,16,1
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.,win cash prize prize worth claim call,76,15,1
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Limited time!,free credit added account click activate bonus limited time,92,16,1
ham,Just finished my exam feeling pretty good about it! Thanks.,finished exam feeling pretty good thanks,59,10,0
spam,Click here to claim your free iPhone now limited offer expires tonight. Limited time!,click claim free iphone limited offer expires tonight limited time,85,14,1
ham,Just finished my exam feeling pretty good about it! Thanks.,finished exam feeling pretty good thanks,59,10,0
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.,exclusive offer double minute reply deal claim special offer,75,12,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Act fast!,awarded bonus verify account receive transfer act fast,90,15,1
ham,The test results came back everything is normal thankfully so relieved. Cheers!,test result came back everything normal thankfully relieved cheer,79,12,0
ham,We are out of coffee can you grab some on your way home? Thanks.,coffee grab way home thanks,64,14,0
spam,Alert your bank account is suspended call immediately to restore access today.,alert bank account suspended call immediately restore access today,78,12,1
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Limited time!,awarded bonus verify account receive transfer limited time,94,15,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Reply now!,hot deal percent product week visit site order reply,92,18,1
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.,dont miss call claim prize,68,14,1
ham,Nanti balik rumah singgah beli roti sekali boleh? Cheers!,nanti balik rumah singgah beli roti sekali boleh cheer,57,9,0
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.,assignment kau dah siap belum kena hantar esok tau let know,67,13,0
ham,I am in the library if you need me call do not text. Cheers!,library need call text cheer,60,14,0
ham,Can you recommend a good plumber my sink is broken and leaking.,recommend good plumber sink broken leaking,63,12,0
ham,Could you please water my plants while I am away this week? Let me know.,could please water plant away week let know,72,15,0
